[0.003s][info][class,load] opened: /home/lesco/dev/Java/zulu15.28.51-ca-jdk15.0.1-linux_x64/lib/modules
[0,356s][info][class,load] io.smallrye.config.ConfigMappingProvider$Builder source: file:/home/lesco/dev/Java/tests/micronaut-vs-quarkus-number-of-classes/quarkus-hello-world/target/lib/io.smallrye.config.smallrye-config-1.10.2.jar
[0,357s][info][class,load] io.smallrye.config.SecuritySupport source: file:/home/lesco/dev/Java/tests/micronaut-vs-quarkus-number-of-classes/quarkus-hello-world/target/lib/io.smallrye.config.smallrye-config-1.10.2.jar
[0,358s][info][class,load] io.quarkus.runtime.configuration.ApplicationPropertiesConfigSource source: file:/home/lesco/dev/Java/tests/micronaut-vs-quarkus-number-of-classes/quarkus-hello-world/target/lib/io.quarkus.quarkus-core-1.11.3.Final.jar
[0,358s][info][class,load] io.quarkus.runtime.configuration.ApplicationPropertiesConfigSource$InFileSystem source: file:/home/lesco/dev/Java/tests/micronaut-vs-quarkus-number-of-classes/quarkus-hello-world/target/lib/io.quarkus.quarkus-core-1.11.3.Final.jar
[0,358s][info][class,load] java.io.IOError source: jrt:/java.base
[0,358s][info][class,load] java.nio.file.FileSystemException source: jrt:/java.base
[0,359s][info][class,load] java.nio.file.NoSuchFileException source: jrt:/java.base
[0,360s][info][class,load] io.quarkus.runtime.configuration.ApplicationPropertiesConfigSource$InJar source: file:/home/lesco/dev/Java/tests/micronaut-vs-quarkus-number-of-classes/quarkus-hello-world/target/lib/io.quarkus.quarkus-core-1.11.3.Final.jar
[0,362s][info][class,load] java.nio.charset.StandardCharsets source: shared objects file
[0,363s][info][class,load] sun.nio.cs.UTF_16BE source: shared objects file
[0,363s][info][class,load] sun.nio.cs.UTF_16LE source: shared objects file
[0,363s][info][class,load] sun.nio.cs.UTF_16 source: shared objects file
[0,364s][info][class,load] io.quarkus.runtime.configuration.ApplicationPropertiesConfigSource$MpConfigInJar source: file:/home/lesco/dev/Java/tests/micronaut-vs-quarkus-number-of-classes/quarkus-hello-world/target/lib/io.quarkus.quarkus-core-1.11.3.Final.jar
[0,370s][info][class,load] io.quarkus.runtime.configuration.ConfigUtils$EnvConfigSource source: file:/home/lesco/dev/Java/tests/micronaut-vs-quarkus-number-of-classes/quarkus-hello-world/target/lib/io.quarkus.quarkus-core-1.11.3.Final.jar
[0,370s][info][class,load] io.quarkus.runtime.configuration.ConfigUtils$DotEnvConfigSource source: file:/home/lesco/dev/Java/tests/micronaut-vs-quarkus-number-of-classes/quarkus-hello-world/target/lib/io.quarkus.quarkus-core-1.11.3.Final.jar
[0,371s][info][class,load] java.util.regex.Pattern$BitClass source: shared objects file
[0,372s][info][class,load] java.util.regex.Pattern$$Lambda$13/0x0000000800b56980 source: java.util.regex.Pattern
[0,373s][info][class,load] java.lang.invoke.DirectMethodHandle$Interface source: shared objects file
[0,373s][info][class,load] java.util.regex.Pattern$BmpCharPredicate$$Lambda$14/0x0000000800b56c08 source: java.util.regex.Pattern
[0,374s][info][class,load] java.util.regex.Pattern$CharPredicate$$Lambda$15/0x0000000800b56e98 source: java.util.regex.Pattern
[0,375s][info][class,load] java.nio.file.attribute.FileAttribute source: jrt:/java.base
[0,375s][info][class,load] sun.nio.fs.UnixFileModeAttribute source: jrt:/java.base
[0,375s][info][class,load] sun.nio.fs.UnixChannelFactory source: jrt:/java.base
[0,375s][info][class,load] sun.nio.fs.UnixChannelFactory$Flags source: jrt:/java.base
[0,376s][info][class,load] sun.nio.fs.UnixException source: jrt:/java.base
[0,377s][info][class,load] io.smallrye.config.ProfileConfigSourceInterceptor source: file:/home/lesco/dev/Java/tests/micronaut-vs-quarkus-number-of-classes/quarkus-hello-world/target/lib/io.smallrye.config.smallrye-config-1.10.2.jar
[0,377s][info][class,load] io.smallrye.config.ConfigSourceInterceptor$1 source: file:/home/lesco/dev/Java/tests/micronaut-vs-quarkus-number-of-classes/quarkus-hello-world/target/lib/io.smallrye.config.smallrye-config-1.10.2.jar
[0,378s][info][class,load] io.smallrye.config.ConfigValue source: file:/home/lesco/dev/Java/tests/micronaut-vs-quarkus-number-of-classes/quarkus-hello-world/target/lib/io.smallrye.config.smallrye-config-1.10.2.jar
[0,379s][info][class,load] java.lang.invoke.LambdaForm$DMH/0x0000000800bb2c40 source: __JVM_LookupDefineClass__
[0,380s][info][class,load] io.smallrye.config.ProfileConfigSourceInterceptor$$Lambda$16/0x0000000800bae450 source: io.smallrye.config.ProfileConfigSourceInterceptor
[0,381s][info][class,load] io.smallrye.config.Converters source: file:/home/lesco/dev/Java/tests/micronaut-vs-quarkus-number-of-classes/quarkus-hello-world/target/lib/io.smallrye.config.smallrye-config-1.10.2.jar
[0,381s][info][class,load] org.eclipse.microprofile.config.spi.Converter source: file:/home/lesco/dev/Java/tests/micronaut-vs-quarkus-number-of-classes/quarkus-hello-world/target/lib/org.eclipse.microprofile.config.microprofile-config-api-1.4.jar
[0,382s][info][class,load] java.lang.invoke.MethodHandleImpl$AsVarargsCollector source: shared objects file
[0,383s][info][class,load] java.lang.invoke.LambdaForm$MH/0x0000000800bb3040 source: __JVM_LookupDefineClass__
[0,384s][info][class,load] io.smallrye.config.Converters$$Lambda$17/0x0000000800baeaf0 source: io.smallrye.config.Converters
[0,386s][info][class,load] io.smallrye.config.common.AbstractConverter source: file:/home/lesco/dev/Java/tests/micronaut-vs-quarkus-number-of-classes/quarkus-hello-world/target/lib/io.smallrye.config.smallrye-config-common-1.10.2.jar
[0,386s][info][class,load] io.smallrye.config.common.AbstractDelegatingConverter source: file:/home/lesco/dev/Java/tests/micronaut-vs-quarkus-number-of-classes/quarkus-hello-world/target/lib/io.smallrye.config.smallrye-config-common-1.10.2.jar
[0,386s][info][class,load] io.smallrye.config.common.AbstractSimpleDelegatingConverter source: file:/home/lesco/dev/Java/tests/micronaut-vs-quarkus-number-of-classes/quarkus-hello-world/target/lib/io.smallrye.config.smallrye-config-common-1.10.2.jar
[0,386s][info][class,load] io.smallrye.config.Converters$EmptyValueConverter source: file:/home/lesco/dev/Java/tests/micronaut-vs-quarkus-number-of-classes/quarkus-hello-world/target/lib/io.smallrye.config.smallrye-config-1.10.2.jar
[0,387s][info][class,load] io.smallrye.config.Converters$BuiltInConverter source: file:/home/lesco/dev/Java/tests/micronaut-vs-quarkus-number-of-classes/quarkus-hello-world/target/lib/io.smallrye.config.smallrye-config-1.10.2.jar
[0,388s][info][class,load] io.smallrye.config.Converters$$Lambda$18/0x0000000800baf810 source: io.smallrye.config.Converters
[0,389s][info][class,load] io.smallrye.config.Converters$TrimmingConverter source: file:/home/lesco/dev/Java/tests/micronaut-vs-quarkus-number-of-classes/quarkus-hello-world/target/lib/io.smallrye.config.smallrye-config-1.10.2.jar
[0,389s][info][class,load] io.smallrye.config.Converters$$Lambda$19/0x0000000800bafc70 source: io.smallrye.config.Converters
[0,390s][info][class,load] io.smallrye.config.Converters$$Lambda$20/0x0000000800bb8040 source: io.smallrye.config.Converters
[0,391s][info][class,load] io.smallrye.config.Converters$$Lambda$21/0x0000000800bb8260 source: io.smallrye.config.Converters
[0,392s][info][class,load] io.smallrye.config.Converters$$Lambda$22/0x0000000800bb8480 source: io.smallrye.config.Converters
[0,392s][info][class,load] io.smallrye.config.Converters$$Lambda$23/0x0000000800bb86a0 source: io.smallrye.config.Converters
[0,393s][info][class,load] io.smallrye.config.Converters$OptionalIntConverter source: file:/home/lesco/dev/Java/tests/micronaut-vs-quarkus-number-of-classes/quarkus-hello-world/target/lib/io.smallrye.config.smallrye-config-1.10.2.jar
[0,393s][info][class,load] io.smallrye.config.Converters$OptionalLongConverter source: file:/home/lesco/dev/Java/tests/micronaut-vs-quarkus-number-of-classes/quarkus-hello-world/target/lib/io.smallrye.config.smallrye-config-1.10.2.jar
[0,394s][info][class,load] io.smallrye.config.Converters$OptionalDoubleConverter source: file:/home/lesco/dev/Java/tests/micronaut-vs-quarkus-number-of-classes/quarkus-hello-world/target/lib/io.smallrye.config.smallrye-config-1.10.2.jar
[0,395s][info][class,load] io.smallrye.config.Converters$$Lambda$24/0x0000000800bb8f68 source: io.smallrye.config.Converters
[0,396s][info][class,load] io.smallrye.config.Converters$$Lambda$25/0x0000000800bb9188 source: io.smallrye.config.Converters
[0,396s][info][class,load] io.smallrye.config.Converters$$Lambda$26/0x0000000800bb93a8 source: io.smallrye.config.Converters
[0,397s][info][class,load] io.smallrye.config.Converters$$Lambda$27/0x0000000800bb95c8 source: io.smallrye.config.Converters
[0,398s][info][class,load] java.util.UUID source: jrt:/java.base
[0,398s][info][class,load] io.smallrye.config.Converters$$Lambda$28/0x0000000800bb97e8 source: io.smallrye.config.Converters
[0,399s][info][class,load] java.util.Currency source: jrt:/java.base
[0,399s][info][class,load] io.smallrye.config.Converters$$Lambda$29/0x0000000800bb9a08 source: io.smallrye.config.Converters
[0,400s][info][class,load] java.util.BitSet source: jrt:/java.base
[0,401s][info][class,load] io.smallrye.config.Converters$$Lambda$30/0x0000000800bb9c28 source: io.smallrye.config.Converters
[0,401s][info][class,load] java.util.OptionalInt source: shared objects file
[0,401s][info][class,load] java.util.OptionalLong source: jrt:/java.base
[0,401s][info][class,load] java.util.OptionalDouble source: jrt:/java.base
[0,401s][info][class,load] java.util.function.IntFunction source: shared objects file
[0,402s][info][class,load] io.smallrye.config.ProfileConfigSourceInterceptor$$Lambda$31/0x0000000800bb9e48 source: io.smallrye.config.ProfileConfigSourceInterceptor
[0,403s][info][class,load] io.smallrye.config.Converters$CollectionConverter source: file:/home/lesco/dev/Java/tests/micronaut-vs-quarkus-number-of-classes/quarkus-hello-world/target/lib/io.smallrye.config.smallrye-config-1.10.2.jar
[0,404s][info][class,load] io.smallrye.config.common.utils.StringUtil source: file:/home/lesco/dev/Java/tests/micronaut-vs-quarkus-number-of-classes/quarkus-hello-world/target/lib/io.smallrye.config.smallrye-config-common-1.10.2.jar
[0,404s][info][class,load] java.util.regex.Pattern$GroupTail source: shared objects file
[0,405s][info][class,load] java.util.regex.Pattern$$Lambda$32/0x0000000800b588d0 source: java.util.regex.Pattern
[0,406s][info][class,load] io.smallrye.config.ConfigMappings source: file:/home/lesco/dev/Java/tests/micronaut-vs-quarkus-number-of-classes/quarkus-hello-world/target/lib/io.smallrye.config.smallrye-config-1.10.2.jar
[0,407s][info][class,load] io.smallrye.config.SmallRyeConfig source: file:/home/lesco/dev/Java/tests/micronaut-vs-quarkus-number-of-classes/quarkus-hello-world/target/lib/io.smallrye.config.smallrye-config-1.10.2.jar
[0,408s][info][class,load] java.util.concurrent.atomic.AtomicReference source: jrt:/java.base
[0,409s][info][class,load] io.smallrye.config.SmallRyeConfig$ConfigSources source: file:/home/lesco/dev/Java/tests/micronaut-vs-quarkus-number-of-classes/quarkus-hello-world/target/lib/io.smallrye.config.smallrye-config-1.10.2.jar
[0,409s][info][class,load] io.smallrye.config.ConfigSourceInterceptorContext source: file:/home/lesco/dev/Java/tests/micronaut-vs-quarkus-number-of-classes/quarkus-hello-world/target/lib/io.smallrye.config.smallrye-config-1.10.2.jar
[0,409s][info][class,load] io.smallrye.config.ConfigSourceContext source: file:/home/lesco/dev/Java/tests/micronaut-vs-quarkus-number-of-classes/quarkus-hello-world/target/lib/io.smallrye.config.smallrye-config-1.10.2.jar
[0,414s][info][class,load] org.jboss.resteasy.microprofile.config.BaseServletConfigSource source: file:/home/lesco/dev/Java/tests/micronaut-vs-quarkus-number-of-classes/quarkus-hello-world/target/lib/org.jboss.resteasy.resteasy-core-4.5.8.SP1.jar
[0,414s][info][class,load] org.jboss.resteasy.microprofile.config.ServletConfigSource source: file:/home/lesco/dev/Java/tests/micronaut-vs-quarkus-number-of-classes/quarkus-hello-world/target/lib/org.jboss.resteasy.resteasy-core-4.5.8.SP1.jar
[0,416s][info][class,load] org.jboss.resteasy.microprofile.config.FilterConfigSource source: file:/home/lesco/dev/Java/tests/micronaut-vs-quarkus-number-of-classes/quarkus-hello-world/target/lib/org.jboss.resteasy.resteasy-core-4.5.8.SP1.jar
[0,418s][info][class,load] org.jboss.resteasy.microprofile.config.ServletContextConfigSource source: file:/home/lesco/dev/Java/tests/micronaut-vs-quarkus-number-of-classes/quarkus-hello-world/target/lib/org.jboss.resteasy.resteasy-core-4.5.8.SP1.jar
[0,419s][info][class,load] org.eclipse.microprofile.config.spi.ConfigSourceProvider source: file:/home/lesco/dev/Java/tests/micronaut-vs-quarkus-number-of-classes/quarkus-hello-world/target/lib/org.eclipse.microprofile.config.microprofile-config-api-1.4.jar
[0,423s][info][class,load] io.smallrye.config.ConfigSourceFactory source: file:/home/lesco/dev/Java/tests/micronaut-vs-quarkus-number-of-classes/quarkus-hello-world/target/lib/io.smallrye.config.smallrye-config-1.10.2.jar
[0,428s][info][class,load] io.smallrye.config.AbstractLocationConfigSourceLoader source: file:/home/lesco/dev/Java/tests/micronaut-vs-quarkus-number-of-classes/quarkus-hello-world/target/lib/io.smallrye.config.smallrye-config-1.10.2.jar
[0,429s][info][class,load] io.smallrye.config.AbstractLocationConfigSourceFactory source: file:/home/lesco/dev/Java/tests/micronaut-vs-quarkus-number-of-classes/quarkus-hello-world/target/lib/io.smallrye.config.smallrye-config-1.10.2.jar
[0,429s][info][class,load] io.smallrye.config.PropertiesLocationConfigSourceFactory source: file:/home/lesco/dev/Java/tests/micronaut-vs-quarkus-number-of-classes/quarkus-hello-world/target/lib/io.smallrye.config.smallrye-config-1.10.2.jar
[0,429s][info][class,load] java.net.MalformedURLException source: jrt:/java.base
[0,429s][info][class,load] java.net.URISyntaxException source: jrt:/java.base
[0,430s][info][class,load] io.smallrye.config.AbstractLocationConfigSourceLoader$URIConverter source: file:/home/lesco/dev/Java/tests/micronaut-vs-quarkus-number-of-classes/quarkus-hello-world/target/lib/io.smallrye.config.smallrye-config-1.10.2.jar
[0,430s][info][class,load] io.smallrye.config.ConfigurableConfigSource source: file:/home/lesco/dev/Java/tests/micronaut-vs-quarkus-number-of-classes/quarkus-hello-world/target/lib/io.smallrye.config.smallrye-config-1.10.2.jar
[0,431s][info][class,load] io.smallrye.config.EnvConfigSource source: file:/home/lesco/dev/Java/tests/micronaut-vs-quarkus-number-of-classes/quarkus-hello-world/target/lib/io.smallrye.config.smallrye-config-1.10.2.jar
[0,432s][info][class,load] io.smallrye.config.EnvConfigSource$$Lambda$33/0x0000000800bbcc10 source: io.smallrye.config.EnvConfigSource
[0,433s][info][class,load] io.smallrye.config.SysPropConfigSource source: file:/home/lesco/dev/Java/tests/micronaut-vs-quarkus-number-of-classes/quarkus-hello-world/target/lib/io.smallrye.config.smallrye-config-1.10.2.jar
[0,433s][info][class,load] io.smallrye.config.SysPropConfigSource$$Lambda$34/0x0000000800bbd0a0 source: io.smallrye.config.SysPropConfigSource
[0,434s][info][class,load] java.util.Properties$EntrySet source: shared objects file
[0,434s][info][class,load] java.util.concurrent.ConcurrentHashMap$EntrySetView source: shared objects file
[0,434s][info][class,load] java.util.Collections$SynchronizedCollection source: shared objects file
[0,434s][info][class,load] java.util.Collections$SynchronizedSet source: shared objects file
[0,434s][info][class,load] java.util.concurrent.ConcurrentHashMap$EntryIterator source: shared objects file
[0,434s][info][class,load] java.util.concurrent.ConcurrentHashMap$MapEntry source: shared objects file
[0,435s][info][class,load] io.smallrye.config.PropertiesConfigSourceProvider source: file:/home/lesco/dev/Java/tests/micronaut-vs-quarkus-number-of-classes/quarkus-hello-world/target/lib/io.smallrye.config.smallrye-config-1.10.2.jar
[0,441s][info][class,load] io.smallrye.config.KeyMapBackedConfigSource source: file:/home/lesco/dev/Java/tests/micronaut-vs-quarkus-number-of-classes/quarkus-hello-world/target/lib/io.smallrye.config.smallrye-config-1.10.2.jar
[0,441s][info][class,load] io.smallrye.config.DefaultValuesConfigSource source: file:/home/lesco/dev/Java/tests/micronaut-vs-quarkus-number-of-classes/quarkus-hello-world/target/lib/io.smallrye.config.smallrye-config-1.10.2.jar
[0,441s][info][class,load] java.util.ArrayList$ListItr source: jrt:/java.base
[0,445s][info][class,load] io.smallrye.config.SmallRyeConfigBuilder$InterceptorWithPriority source: file:/home/lesco/dev/Java/tests/micronaut-vs-quarkus-number-of-classes/quarkus-hello-world/target/lib/io.smallrye.config.smallrye-config-1.10.2.jar
[0,446s][info][class,load] io.smallrye.config.SmallRyeConfigBuilder$1 source: file:/home/lesco/dev/Java/tests/micronaut-vs-quarkus-number-of-classes/quarkus-hello-world/target/lib/io.smallrye.config.smallrye-config-1.10.2.jar
[0,447s][info][class,load] io.smallrye.config.ExpressionConfigSourceInterceptor source: file:/home/lesco/dev/Java/tests/micronaut-vs-quarkus-number-of-classes/quarkus-hello-world/target/lib/io.smallrye.config.smallrye-config-1.10.2.jar
[0,448s][info][class,load] io.smallrye.config.SmallRyeConfigBuilder$InterceptorWithPriority$1 source: file:/home/lesco/dev/Java/tests/micronaut-vs-quarkus-number-of-classes/quarkus-hello-world/target/lib/io.smallrye.config.smallrye-config-1.10.2.jar
[0,449s][info][class,load] javax.annotation.Priority source: file:/home/lesco/dev/Java/tests/micronaut-vs-quarkus-number-of-classes/quarkus-hello-world/target/lib/jakarta.annotation.jakarta.annotation-api-1.3.5.jar
[0,449s][info][class,load] sun.reflect.generics.parser.SignatureParser source: jrt:/java.base
[0,450s][info][class,load] sun.reflect.generics.tree.Tree source: jrt:/java.base
[0,450s][info][class,load] sun.reflect.generics.tree.TypeTree source: jrt:/java.base
[0,450s][info][class,load] sun.reflect.generics.tree.TypeArgument source: jrt:/java.base
[0,450s][info][class,load] sun.reflect.generics.tree.ReturnType source: jrt:/java.base
[0,450s][info][class,load] sun.reflect.generics.tree.TypeSignature source: jrt:/java.base
[0,450s][info][class,load] sun.reflect.generics.tree.BaseType source: jrt:/java.base
[0,450s][info][class,load] sun.reflect.generics.tree.FieldTypeSignature source: jrt:/java.base
[0,450s][info][class,load] sun.reflect.generics.tree.SimpleClassTypeSignature source: jrt:/java.base
[0,450s][info][class,load] sun.reflect.generics.tree.ClassTypeSignature source: jrt:/java.base
[0,450s][info][class,load] sun.reflect.generics.scope.Scope source: jrt:/java.base
[0,451s][info][class,load] sun.reflect.generics.scope.AbstractScope source: jrt:/java.base
[0,451s][info][class,load] sun.reflect.generics.scope.ClassScope source: jrt:/java.base
[0,451s][info][class,load] sun.reflect.generics.factory.GenericsFactory source: jrt:/java.base
[0,451s][info][class,load] sun.reflect.generics.factory.CoreReflectionFactory source: jrt:/java.base
[0,451s][info][class,load] sun.reflect.generics.visitor.TypeTreeVisitor source: jrt:/java.base
[0,451s][info][class,load] sun.reflect.generics.visitor.Reifier source: jrt:/java.base
[0,451s][info][class,load] java.lang.reflect.GenericArrayType source: jrt:/java.base
[0,451s][info][class,load] sun.reflect.annotation.AnnotationType source: jrt:/java.base
[0,452s][info][class,load] sun.reflect.annotation.AnnotationType$1 source: jrt:/java.base
[0,452s][info][class,load] java.lang.annotation.Retention source: jrt:/java.base
[0,452s][info][class,load] java.lang.annotation.Inherited source: jrt:/java.base
[0,452s][info][class,load] java.lang.annotation.Target source: jrt:/java.base
[0,452s][info][class,load] java.lang.annotation.RetentionPolicy source: jrt:/java.base
[0,453s][info][class,load] sun.reflect.annotation.ExceptionProxy source: jrt:/java.base
[0,453s][info][class,load] sun.reflect.annotation.AnnotationTypeMismatchExceptionProxy source: jrt:/java.base
[0,454s][info][class,load] sun.reflect.annotation.AnnotationParser$1 source: jrt:/java.base
[0,454s][info][class,load] java.lang.reflect.InvocationHandler source: jrt:/java.base
[0,454s][info][class,load] sun.reflect.annotation.AnnotationInvocationHandler source: jrt:/java.base
[0,454s][info][class,load] java.lang.reflect.Proxy source: jrt:/java.base
[0,455s][info][class,load] jdk.internal.loader.AbstractClassLoaderValue$Sub source: jrt:/java.base
[0,455s][info][class,load] java.lang.reflect.Proxy$$Lambda$35/0x0000000800b5e0b8 source: java.lang.reflect.Proxy
[0,456s][info][class,load] java.lang.reflect.Proxy$ProxyBuilder source: jrt:/java.base
[0,456s][info][class,load] java.util.Collections$SingletonList source: jrt:/java.base
[0,456s][info][class,load] java.util.Collections$1 source: shared objects file
[0,457s][info][class,load] java.lang.PublicMethods source: jrt:/java.base
[0,457s][info][class,load] java.util.LinkedHashMap$LinkedValues source: jrt:/java.base
[0,457s][info][class,load] java.util.LinkedHashMap$LinkedValueIterator source: jrt:/java.base
[0,458s][info][class,load] java.lang.reflect.Proxy$$Lambda$36/0x0000000800b5f1a8 source: java.lang.reflect.Proxy
[0,458s][info][class,load] java.lang.reflect.ProxyGenerator source: jrt:/java.base
[0,459s][info][class,load] java.lang.reflect.ProxyGenerator$ProxyMethod source: jrt:/java.base
[0,459s][info][class,load] java.util.StringJoiner source: shared objects file
[0,460s][info][class,load] java.lang.reflect.ProxyGenerator$$Lambda$37/0x0000000800b5f8f8 source: java.lang.reflect.ProxyGenerator
[0,460s][info][class,load] java.lang.reflect.ProxyGenerator$$Lambda$38/0x0000000800b5fb38 source: java.lang.reflect.ProxyGenerator
[0,461s][info][class,load] java.util.Arrays$ArrayList source: shared objects file
[0,461s][info][class,load] java.lang.reflect.ProxyGenerator$PrimitiveTypeInfo source: jrt:/java.base
[0,462s][info][class,load] jdk.internal.org.objectweb.asm.Edge source: jrt:/java.base
[0,463s][info][class,load] com.sun.proxy.$Proxy0 source: __dynamic_proxy__
[0,463s][info][class,load] java.lang.reflect.Proxy$ProxyBuilder$1 source: jrt:/java.base
[0,464s][info][class,load] java.lang.annotation.Documented source: jrt:/java.base
[0,466s][info][class,load] com.sun.proxy.$Proxy1 source: __dynamic_proxy__
[0,466s][info][class,load] java.lang.reflect.UndeclaredThrowableException source: jrt:/java.base
[0,467s][info][class,load] java.lang.Class$AnnotationData source: jrt:/java.base
[0,467s][info][class,load] io.smallrye.config.SecretKeysConfigSourceInterceptor source: file:/home/lesco/dev/Java/tests/micronaut-vs-quarkus-number-of-classes/quarkus-hello-world/target/lib/io.smallrye.config.smallrye-config-1.10.2.jar
[0,468s][info][class,load] io.smallrye.config.SmallRyeConfig$ConfigSourceInterceptorWithPriority source: file:/home/lesco/dev/Java/tests/micronaut-vs-quarkus-number-of-classes/quarkus-hello-world/target/lib/io.smallrye.config.smallrye-config-1.10.2.jar
[0,469s][info][class,load] io.smallrye.config.SmallRyeConfig$ConfigSourceInterceptorWithPriority$$Lambda$39/0x0000000800bbebd0 source: io.smallrye.config.SmallRyeConfig$ConfigSourceInterceptorWithPriority
[0,470s][info][class,load] java.lang.invoke.LambdaForm$DMH/0x0000000800bb3440 source: __JVM_LookupDefineClass__
[0,471s][info][class,load] io.smallrye.config.SmallRyeConfig$ConfigSourceInterceptorWithPriority$$Lambda$40/0x0000000800bbee18 source: io.smallrye.config.SmallRyeConfig$ConfigSourceInterceptorWithPriority
[0,471s][info][class,load] java.util.Arrays$LegacyMergeSort source: shared objects file
[0,472s][info][class,load] java.util.ComparableTimSort source: jrt:/java.base
[0,472s][info][class,load] io.smallrye.config.SmallRyeConfigSourceInterceptorContext source: file:/home/lesco/dev/Java/tests/micronaut-vs-quarkus-number-of-classes/quarkus-hello-world/target/lib/io.smallrye.config.smallrye-config-1.10.2.jar
[0,473s][info][class,load] io.smallrye.config.SmallRyeConfigSourceInterceptor source: file:/home/lesco/dev/Java/tests/micronaut-vs-quarkus-number-of-classes/quarkus-hello-world/target/lib/io.smallrye.config.smallrye-config-1.10.2.jar
[0,473s][info][class,load] io.smallrye.config.ConfigValueConfigSource source: file:/home/lesco/dev/Java/tests/micronaut-vs-quarkus-number-of-classes/quarkus-hello-world/target/lib/io.smallrye.config.smallrye-config-1.10.2.jar
[0,473s][info][class,load] io.smallrye.config.ConfigValueConfigSourceWrapper source: file:/home/lesco/dev/Java/tests/micronaut-vs-quarkus-number-of-classes/quarkus-hello-world/target/lib/io.smallrye.config.smallrye-config-1.10.2.jar
[0,474s][info][class,load] java.util.function.ToIntFunction source: jrt:/java.base
[0,475s][info][class,load] java.lang.invoke.LambdaForm$DMH/0x0000000800bb7840 source: __JVM_LookupDefineClass__
[0,475s][info][class,load] io.smallrye.config.SmallRyeConfig$ConfigSources$$Lambda$41/0x0000000800bbf988 source: io.smallrye.config.SmallRyeConfig$ConfigSources
[0,477s][info][class,load] java.lang.invoke.LambdaForm$DMH/0x0000000800bb7c40 source: __JVM_LookupDefineClass__
[0,477s][info][class,load] java.util.Comparator$$Lambda$42/0x0000000800b610b0 source: java.util.Comparator
[0,478s][info][class,load] java.util.TimSort source: shared objects file
[0,479s][info][class,load] io.smallrye.config.SmallRyeConfig$ConfigSources$1 source: file:/home/lesco/dev/Java/tests/micronaut-vs-quarkus-number-of-classes/quarkus-hello-world/target/lib/io.smallrye.config.smallrye-config-1.10.2.jar
[0,479s][info][class,load] io.smallrye.config.SecretKeys source: file:/home/lesco/dev/Java/tests/micronaut-vs-quarkus-number-of-classes/quarkus-hello-world/target/lib/io.smallrye.config.smallrye-config-1.10.2.jar
[0,480s][info][class,load] io.smallrye.config.SysPropConfigSource$$Lambda$43/0x0000000800bc0040 source: io.smallrye.config.SysPropConfigSource
[0,481s][info][class,load] io.quarkus.runtime.configuration.NameIterator source: file:/home/lesco/dev/Java/tests/micronaut-vs-quarkus-number-of-classes/quarkus-hello-world/target/lib/io.quarkus.quarkus-core-1.11.3.Final.jar
[0,482s][info][class,load] org.wildfly.common.Assert source: file:/home/lesco/dev/Java/tests/micronaut-vs-quarkus-number-of-classes/quarkus-hello-world/target/lib/org.wildfly.common.wildfly-common-1.5.4.Final-format-001.jar
[0,483s][info][class,load] io.smallrye.config.NameIterator source: file:/home/lesco/dev/Java/tests/micronaut-vs-quarkus-number-of-classes/quarkus-hello-world/target/lib/io.smallrye.config.smallrye-config-1.10.2.jar
[0,484s][info][class,load] io.smallrye.common.constraint.Assert source: file:/home/lesco/dev/Java/tests/micronaut-vs-quarkus-number-of-classes/quarkus-hello-world/target/lib/io.smallrye.common.smallrye-common-constraint-1.5.0.jar
[0,485s][info][class,load] io.smallrye.config.Expressions source: file:/home/lesco/dev/Java/tests/micronaut-vs-quarkus-number-of-classes/quarkus-hello-world/target/lib/io.smallrye.config.smallrye-config-1.10.2.jar
[0,486s][info][class,load] io.smallrye.config.ConfigValue$ConfigValueBuilder source: file:/home/lesco/dev/Java/tests/micronaut-vs-quarkus-number-of-classes/quarkus-hello-world/target/lib/io.smallrye.config.smallrye-config-1.10.2.jar
[0,486s][info][class,load] java.util.Collections$UnmodifiableList source: shared objects file
[0,486s][info][class,load] java.util.Collections$UnmodifiableRandomAccessList source: shared objects file
[0,491s][info][class,load] io.quarkus.runtime.configuration.InetSocketAddressConverter source: file:/home/lesco/dev/Java/tests/micronaut-vs-quarkus-number-of-classes/quarkus-hello-world/target/lib/io.quarkus.quarkus-core-1.11.3.Final.jar
[0,492s][info][class,load] io.quarkus.runtime.configuration.CharsetConverter source: file:/home/lesco/dev/Java/tests/micronaut-vs-quarkus-number-of-classes/quarkus-hello-world/target/lib/io.quarkus.quarkus-core-1.11.3.Final.jar
[0,493s][info][class,load] io.quarkus.runtime.configuration.CidrAddressConverter source: file:/home/lesco/dev/Java/tests/micronaut-vs-quarkus-number-of-classes/quarkus-hello-world/target/lib/io.quarkus.quarkus-core-1.11.3.Final.jar
[0,494s][info][class,load] io.quarkus.runtime.configuration.InetAddressConverter source: file:/home/lesco/dev/Java/tests/micronaut-vs-quarkus-number-of-classes/quarkus-hello-world/target/lib/io.quarkus.quarkus-core-1.11.3.Final.jar
[0,495s][info][class,load] io.quarkus.runtime.configuration.RegexConverter source: file:/home/lesco/dev/Java/tests/micronaut-vs-quarkus-number-of-classes/quarkus-hello-world/target/lib/io.quarkus.quarkus-core-1.11.3.Final.jar
