No dump file specified
 num     #instances         #bytes  class name (module)
 524:             4            320  io.quarkus.resteasy.runtime.standalone.VertxHttpRequest$VertxExecutionContext$VertxHttpAsyncResponse
 525:             8            320  java.lang.invoke.DirectMethodHandle$Interface (java.base@15.0.1)
 526:             5            320  java.text.DateFormatSymbols (java.base@15.0.1)
 527:            10            320  java.util.ArrayList$ArrayListSpliterator (java.base@15.0.1)
 528:             8            320  java.util.HashMap$ValueIterator (java.base@15.0.1)
 529:            10            320  java.util.LinkedList$ListItr (java.base@15.0.1)
 530:            20            320  java.util.concurrent.locks.ReentrantLock (java.base@15.0.1)
 531:             5            320  java.util.stream.ReferencePipeline$2 (java.base@15.0.1)
 532:             5            320  java.util.stream.ReferencePipeline$3 (java.base@15.0.1)
 533:            10            320  jdk.internal.loader.NativeLibraries (java.base@15.0.1)
 534:             3            312  [Ljava.lang.ClassValue$Entry; (java.base@15.0.1)
 535:            13            312  io.smallrye.config.Converters$EmptyValueConverter
 536:            13            312  java.security.Permissions$1 (java.base@15.0.1)
 537:            13            312  java.util.Spliterators$1Adapter (java.base@15.0.1)
 538:             2            304  io.vertx.core.eventbus.EventBusOptions
 539:            19            304  io.vertx.core.impl.SucceededFuture
 540:            19            304  io.vertx.core.logging.JULLogDelegate
 541:            19            304  io.vertx.core.logging.Logger
 542:            12            288  [Ljava.net.InetAddress; (java.base@15.0.1)
 543:             4            288  io.quarkus.resteasy.runtime.standalone.VertxHttpRequest
 544:            12            288  io.vertx.core.http.impl.headers.VertxHttpHeaders$1$1
 545:             9            288  java.io.FileInputStream (java.base@15.0.1)
 546:            12            288  java.lang.annotation.ElementType (java.base@15.0.1)
 547:            12            288  java.net.StandardSocketOptions$StdSocketOption (java.base@15.0.1)
 548:             2            288  java.text.DecimalFormat (java.base@15.0.1)
 549:            12            288  java.util.Arrays$ArrayItr (java.base@15.0.1)
 550:             6            288  java.util.Hashtable (java.base@15.0.1)
 551:             9            288  java.util.Hashtable$Entry (java.base@15.0.1)
 552:             9            288  java.util.TreeMap$KeyIterator (java.base@15.0.1)
 553:             6            288  java.util.concurrent.ConcurrentHashMap$Traverser (java.base@15.0.1)
 554:            12            288  java.util.stream.FindOps$FindSink$OfInt (java.base@15.0.1)
 555:            12            288  java.util.stream.IntPipeline$9$1 (java.base@15.0.1)
 556:            12            288  org.jboss.resteasy.core.MediaTypeMap$CachedMediaTypeAndClass
 557:             4            288  org.jboss.resteasy.core.interception.jaxrs.ServerWriterInterceptorContext
 558:            12            288  org.jboss.resteasy.specimpl.UnmodifiableMultivaluedMap$1
 559:            12            288  org.jboss.resteasy.util.snapshot.SnapshotMap
 560:            12            288  sun.net.www.MessageHeader (java.base@15.0.1)
 561:             1            280  [Ljava.lang.invoke.LambdaForm$Kind; (java.base@15.0.1)
 562:             5            280  io.netty.channel.DefaultChannelPipeline$TailContext
 563:             7            280  io.quarkus.arc.impl.InstanceHandleImpl
 564:             7            280  java.lang.invoke.BoundMethodHandle$Species_LL (java.base@15.0.1)
 565:             7            280  jdk.internal.loader.NativeLibraries$NativeLibraryImpl (java.base@15.0.1)
 566:            17            272  com.sun.proxy.$Proxy1
 567:            17            272  io.netty.channel.nio.NioEventLoop$1
 568:            17            272  io.netty.channel.nio.NioEventLoop$3
 569:            17            272  io.netty.util.concurrent.FastThreadLocalRunnable
 570:            17            272  io.netty.util.concurrent.SingleThreadEventExecutor$4
 571:            17            272  java.nio.channels.spi.AbstractSelector$1 (java.base@15.0.1)
 572:            17            272  java.util.concurrent.CountDownLatch (java.base@15.0.1)
 573:            17            272  javax.ws.rs.core.MediaType$2
 574:            17            272  sun.nio.ch.Util$2 (java.base@15.0.1)
 575:            11            264  io.netty.handler.codec.http.HttpObjectDecoder$State
 576:            11            264  java.io.InputStreamReader (java.base@15.0.1)
 577:            11            264  java.lang.invoke.MethodHandleImpl$Intrinsic (java.base@15.0.1)
 578:            11            264  java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject (java.base@15.0.1)
 579:             4            256  io.netty.channel.ChannelOutboundBuffer$Entry
 580:             4            256  io.netty.channel.socket.nio.NioSocketChannel$NioSocketChannelConfig
 581:            16            256  io.vertx.core.net.JdkSSLEngineOptions
 582:            16            256  io.vertx.core.net.impl.VertxEventLoopGroup$1
 583:             8            256  java.lang.StringLatin1$CharsSpliterator (java.base@15.0.1)
 584:            16            256  java.lang.ThreadLocal (java.base@15.0.1)
 585:             8            256  java.lang.reflect.ProxyGenerator$PrimitiveTypeInfo (java.base@15.0.1)
 586:             8            256  java.net.Inet6Address$Inet6AddressHolder (java.base@15.0.1)
 587:             8            256  java.util.ImmutableCollections$MapN (java.base@15.0.1)
 588:             8            256  java.util.concurrent.atomic.AtomicReferenceFieldUpdater$AtomicReferenceFieldUpdaterImpl (java.base@15.0.1)
 589:            16            256  java.util.regex.Pattern$$Lambda$55/0x0000000800b66d60 (java.base@15.0.1)
 590:             8            256  org.jboss.resteasy.specimpl.PathSegmentImpl
 591:            10            240  [Lio.netty.channel.ChannelHandler;
 592:             2            240  [Lorg.jboss.logmanager.formatters.FormatStep$ItemType;
 593:            15            240  com.sun.proxy.$Proxy0
 594:            15            240  com.sun.proxy.$Proxy7
 595:             5            240  io.netty.channel.DefaultChannelPipeline
 596:             6            240  io.quarkus.arc.impl.ContextInstanceHandleImpl
 597:            15            240  io.smallrye.config.SmallRyeConfig$ConfigSourceInterceptorWithPriority$$Lambda$39/0x0000000800bbebd0
 598:            10            240  io.vertx.core.http.HttpMethod
 599:             6            240  java.lang.ClassNotFoundException (java.base@15.0.1)
 600:            10            240  java.nio.charset.CoderResult (java.base@15.0.1)
 601:            10            240  java.nio.file.StandardOpenOption (java.base@15.0.1)
 602:             6            240  java.util.EnumMap (java.base@15.0.1)
 603:            15            240  java.util.LinkedHashMap$LinkedValues (java.base@15.0.1)
 604:            10            240  java.util.regex.Pattern$Dollar (java.base@15.0.1)
 605:             6            240  org.jboss.resteasy.core.MediaTypeMap$SubtypeMap
 606:             5            240  sun.nio.ch.SelectionKeyImpl (java.base@15.0.1)
 607:             2            224  [Lorg.jboss.logmanager.handlers.SyslogHandler$Facility;
 608:             7            224  io.netty.util.Recycler$WeakOrderQueue$Link
 609:             4            224  io.quarkus.resteasy.runtime.standalone.VertxHttpResponse
 610:             4            224  io.vertx.core.streams.impl.InboundBuffer
 611:             7            224  java.lang.invoke.VarHandleInts$FieldInstanceReadWrite (java.base@15.0.1)
 612:            14            224  java.net.InetSocketAddress (java.base@15.0.1)
 613:            14            224  java.util.HashMap$Values (java.base@15.0.1)
 614:             4            224  java.util.concurrent.ConcurrentHashMap$EntryIterator (java.base@15.0.1)
 615:             7            224  java.util.regex.Pattern$Curly (java.base@15.0.1)
 616:             4            224  org.jboss.resteasy.core.interception.jaxrs.ContainerResponseContextImpl
 617:             4            224  org.jboss.resteasy.specimpl.BuiltResponse
 618:             9            216  io.netty.handler.codec.http.HttpMethod$EnumNameMap$Node
 619:             9            216  io.smallrye.common.expression.Expression$Flag
 620:             9            216  java.lang.invoke.VarForm (java.base@15.0.1)
 621:             9            216  java.util.concurrent.CopyOnWriteArrayList$COWIterator (java.base@15.0.1)
 622:             3            216  java.util.concurrent.ThreadPoolExecutor (java.base@15.0.1)
 623:             9            216  sun.net.www.protocol.jar.JarURLConnection$JarURLInputStream (java.base@15.0.1)
 624:             3            216  sun.security.provider.NativePRNG$RandomIO (java.base@15.0.1)
 625:            10            208  [Ljava.util.logging.Handler; (java.logging@15.0.1)
 626:            13            208  io.smallrye.config.Converters$TrimmingConverter
 627:            13            208  java.text.NumberFormat$Field (java.base@15.0.1)
 628:            13            208  java.util.Formatter$Flags (java.base@15.0.1)
 629:             2            200  [Ljava.text.DateFormat$Field; (java.base@15.0.1)
 630:             5            200  io.netty.channel.AbstractChannel$CloseFuture
 631:             5            200  java.util.HashMap$ValueSpliterator (java.base@15.0.1)
 632:             5            200  java.util.stream.StreamOpFlag (java.base@15.0.1)
 633:             3            192  io.netty.buffer.UnpooledByteBufAllocator$InstrumentedUnpooledUnsafeDirectByteBuf
 634:             6            192  io.netty.channel.AdaptiveRecvByteBufAllocator
 635:             6            192  io.netty.channel.DefaultChannelId
 636:             8            192  io.netty.handler.timeout.IdleStateHandler$AllIdleTimeoutTask
 637:             8            192  io.netty.util.Recycler$WeakOrderQueue$Head
 638:             6            192  io.quarkus.arc.impl.EventImpl$Notifier
 639:             8            192  io.quarkus.arc.impl.TypeVariableImpl
 640:             4            192  io.quarkus.resteasy.runtime.standalone.VertxHttpRequest$VertxExecutionContext
 641:             4            192  io.quarkus.resteasy.runtime.standalone.VertxOutputStream
 642:             8            192  io.quarkus.runtime.configuration.HyphenateEnumConverter
 643:             8            192  io.quarkus.runtime.util.StringUtil$1
 644:             8            192  io.vertx.core.http.impl.headers.VertxHttpHeaders
 645:             4            192  io.vertx.ext.web.impl.HttpServerRequestWrapper
 646:             6            192  java.lang.ClassValue$Entry (java.base@15.0.1)
 647:             4            192  java.lang.ThreadGroup (java.base@15.0.1)
 648:             8            192  java.lang.WeakPairMap$Pair$Lookup (java.base@15.0.1)
 649:             6            192  java.lang.invoke.LambdaForm$BasicType (java.base@15.0.1)
 650:             8            192  java.math.RoundingMode (java.base@15.0.1)
 651:             8            192  java.net.Inet6Address (java.base@15.0.1)
 652:             8            192  java.net.NetPermission (java.base@15.0.1)
 653:             6            192  org.jboss.logmanager.Level
 654:            12            192  org.jboss.resteasy.core.Headers
 655:             4            192  org.jboss.resteasy.core.interception.jaxrs.PostMatchContainerRequestContext
 656:             4            192  org.jboss.resteasy.core.interception.jaxrs.PreMatchContainerRequestContext
 657:             4            192  org.jboss.resteasy.core.interception.jaxrs.ResponseContainerRequestContext
 658:             4            192  org.jboss.resteasy.specimpl.MultivaluedMapImpl
 659:             4            192  org.jboss.resteasy.specimpl.ResteasyUriBuilderImpl
 660:             4            192  sun.nio.ch.SocketAdaptor (java.base@15.0.1)
 661:             8            192  sun.nio.fs.UnixFileAttributeViews$Basic (java.base@15.0.1)
 662:             1            176  [Ljavax.ws.rs.core.Response$Status;
 663:            11            176  com.sun.proxy.$Proxy3
 664:            11            176  com.sun.proxy.$Proxy4
 665:            11            176  javax.ws.rs.core.MediaType$1
 666:             2            176  org.jboss.resteasy.core.providerfactory.ResteasyProviderFactoryImpl
 667:             1            168  [[Ljava.math.BigInteger; (java.base@15.0.1)
 668:             7            168  io.quarkus.arc.impl.ComputingCache
 669:             3            168  io.quarkus.arc.impl.InstanceImpl
 670:             7            168  jdk.internal.loader.NativeLibraries$1 (java.base@15.0.1)
 671:             2            160  [Lio.vertx.core.eventbus.MessageCodec;
 672:             4            160  [Ljava.lang.invoke.VarHandle$AccessType; (java.base@15.0.1)
 673:             2            160  [Ljava.time.temporal.ChronoUnit; (java.base@15.0.1)
 674:             4            160  io.netty.channel.socket.nio.NioSocketChannel$NioSocketChannelUnsafe
 675:             5            160  io.netty.handler.codec.http.HttpStatusClass
 676:             5            160  io.quarkus.arc.impl.EventImpl
 677:             5            160  io.quarkus.arc.impl.HierarchyDiscovery
 678:             4            160  io.quarkus.vertx.http.runtime.VertxInputStream
 679:             4            160  io.quarkus.vertx.http.runtime.VertxInputStream$VertxBlockingInput
 680:             4            160  io.vertx.core.http.impl.AssembledFullHttpResponse
 681:             4            160  io.vertx.core.http.impl.HttpServerChannelInitializer$1
 682:             4            160  io.vertx.core.http.impl.VertxHttpResponseEncoder
 683:             4            160  io.vertx.core.impl.VertxThreadFactory
 684:             4            160  io.vertx.core.net.impl.VertxHandler
 685:             4            160  java.lang.invoke.MethodHandleImpl$AsVarargsCollector (java.base@15.0.1)
 686:             5            160  java.lang.invoke.VarHandle$AccessType (java.base@15.0.1)
 687:             5            160  java.net.URI$Parser (java.base@15.0.1)
 688:             4            160  java.nio.channels.ClosedChannelException (java.base@15.0.1)
 689:             5            160  java.util.LinkedHashMap$LinkedEntryIterator (java.base@15.0.1)
 690:             5            160  java.util.concurrent.atomic.AtomicIntegerFieldUpdater$AtomicIntegerFieldUpdaterImpl (java.base@15.0.1)
 691:             5            160  java.util.concurrent.atomic.LongAdder (java.base@15.0.1)
 692:             4            160  jdk.internal.loader.AbstractClassLoaderValue$Memoizer (java.base@15.0.1)
 693:             5            160  org.jboss.resteasy.core.PropertyInjectorImpl
 694:             4            160  org.jboss.resteasy.core.ServerResponseWriter$$Lambda$187/0x0000000800d2cc78
 695:             4            160  org.jboss.resteasy.core.ServerResponseWriter$$Lambda$191/0x0000000800d2e920
 696:             4            160  org.jboss.resteasy.specimpl.ResteasyUriInfo$InitData
 697:             4            160  org.jboss.resteasy.spi.metadata.DefaultResourceClass
 698:             5            160  sun.nio.ch.DummySocketImpl (java.base@15.0.1)
 699:             5            160  sun.reflect.annotation.AnnotationParser$$Lambda$66/0x0000000800b6aac8 (java.base@15.0.1)
 700:             5            160  sun.util.locale.provider.LocaleProviderAdapter$Type (java.base@15.0.1)
 701:             4            160  sun.util.locale.provider.LocaleResources$ResourceReference (java.base@15.0.1)
 702:             4            160  sun.util.resources.Bundles$BundleReference (java.base@15.0.1)
 703:             1            152  io.quarkus.resteasy.server.common.runtime.QuarkusResteasyDeployment
 704:             3            144  [F (java.base@15.0.1)
 705:             3            144  [Lio.vertx.core.http.HttpMethod;
 706:             2            144  [Ljava.math.BigDecimal; (java.base@15.0.1)
 707:             9            144  [Ljava.nio.file.LinkOption; (java.base@15.0.1)
 708:             1            144  [Ljava.util.concurrent.ForkJoinTask$ExceptionNode; (java.base@15.0.1)
 709:             1            144  [Lorg.wildfly.common.format.NumericFlags;
 710:             9            144  io.netty.handler.codec.http.HttpMethod
 711:             6            144  io.quarkus.arc.impl.EventImpl$EventMetadataImpl
 712:             6            144  io.quarkus.arc.runtime.BeanContainerImpl$1$1
 713:             9            144  io.smallrye.config.Converters$OptionalConverter
 714:             1            144  io.vertx.core.impl.VertxImpl
 715:             6            144  java.lang.module.ModuleDescriptor$Requires$Modifier (java.base@15.0.1)
 716:             9            144  java.util.Collections$UnmodifiableMap$UnmodifiableEntrySet (java.base@15.0.1)
 717:             3            144  java.util.concurrent.LinkedBlockingQueue (java.base@15.0.1)
 718:             6            144  java.util.regex.Pattern$$Lambda$56/0x0000000800b673c8 (java.base@15.0.1)
 719:             6            144  java.util.stream.MatchOps$$Lambda$68/0x0000000800b6bcd8 (java.base@15.0.1)
 720:             6            144  java.util.stream.MatchOps$1MatchSink (java.base@15.0.1)
 721:             6            144  java.util.stream.MatchOps$MatchOp (java.base@15.0.1)
 722:             6            144  javax.ws.rs.core.Response$Status$Family
 723:             6            144  jdk.internal.perf.PerfCounter (java.base@15.0.1)
 724:             1            144  jdk.internal.reflect.MethodAccessorGenerator (java.base@15.0.1)
 725:             6            144  org.jboss.logging.Logger$Level
 726:             2            144  org.jboss.resteasy.core.providerfactory.ServerHelper
 727:             6            144  org.jboss.resteasy.util.snapshot.SnapshotSet
 728:             3            144  sun.nio.cs.StreamEncoder (java.base@15.0.1)
 729:             2            136  [Lio.netty.handler.codec.http.HttpMethod$EnumNameMap$Node;
 730:             2            128  [Lio.netty.handler.codec.http.HttpObjectDecoder$State;
 731:             8            128  [[Ljava.lang.annotation.Annotation; (java.base@15.0.1)
 732:             4            128  io.netty.buffer.EmptyByteBuf
 733:             2            128  io.netty.buffer.PooledByteBufAllocator
 734:             4            128  io.netty.handler.codec.CodecOutputList$CodecOutputLists
 735:             4            128  io.netty.handler.codec.http.DefaultHttpRequest
 736:             4            128  io.netty.handler.codec.http.HttpObjectDecoder$LineParser
 737:             4            128  io.netty.handler.codec.http.websocketx.extensions.compression.PerMessageDeflateServerExtensionHandshaker
 738:             8            128  io.netty.handler.timeout.IdleStateHandler$1
 739:             8            128  io.quarkus.runtime.util.StringUtil$2
 740:             2            128  io.vertx.core.dns.AddressResolverOptions
 741:             4            128  io.vertx.core.http.impl.Http1xUpgradeToH2CHandler
 742:             2            128  java.lang.ClassValue$ClassValueMap (java.base@15.0.1)
 743:             4            128  java.lang.StringUTF16$CharsSpliterator (java.base@15.0.1)
 744:             4            128  java.util.TreeMap$ValueIterator (java.base@15.0.1)
 745:             8            128  java.util.regex.Pattern$Begin (java.base@15.0.1)
 746:             4            128  java.util.regex.Pattern$BnM (java.base@15.0.1)
 747:             4            128  java.util.stream.FindOps$FindOp (java.base@15.0.1)
 748:             2            128  java.util.stream.ReferencePipeline$7 (java.base@15.0.1)
 749:             4            128  javax.enterprise.context.BeforeDestroyed$Literal
 750:             4            128  javax.enterprise.context.Destroyed$Literal
 751:             4            128  javax.enterprise.context.Initialized$Literal
 752:             4            128  jdk.internal.reflect.ClassFileAssembler (java.base@15.0.1)
 753:             8            128  org.jboss.logmanager.formatters.Formatters$2
 754:             4            128  org.jboss.resteasy.core.MediaTypeMap
 755:             4            128  org.jboss.resteasy.core.ResourceMethodInvoker$$Lambda$184/0x0000000800d28040
 756:             4            128  org.jboss.resteasy.core.registry.MatchCache$Key
 757:             4            128  org.jboss.resteasy.specimpl.RequestImpl
 758:             4            128  org.jboss.resteasy.specimpl.ResponseBuilderImpl
 759:             4            128  org.jboss.resteasy.specimpl.ResteasyHttpHeaders
 760:             2            128  org.jboss.resteasy.spi.metadata.DefaultResourceMethod
 761:             4            128  org.jboss.resteasy.spi.metadata.ResourceBuilder$ResourceClassBuilder
 762:             8            128  org.wildfly.common.format.GeneralFlags
 763:             6            120  [Ljava.lang.StackTraceElement; (java.base@15.0.1)
 764:             3            120  [Ljava.lang.invoke.LambdaForm$BasicType; (java.base@15.0.1)
 765:             5            120  io.netty.buffer.UnreleasableByteBuf
 766:             5            120  io.netty.channel.AbstractChannel$AbstractUnsafe$1
 767:             5            120  io.netty.channel.DefaultChannelPipeline$PendingHandlerAddedTask
 768:             5            120  io.netty.channel.SucceededChannelFuture
 769:             5            120  io.netty.util.internal.DefaultPriorityQueue
 770:             3            120  io.netty.util.internal.ObjectPool$RecyclerObjectPool$1
 771:             5            120  io.quarkus.arc.InjectableBean$Kind
 772:             5            120  io.quarkus.arc.impl.AbstractSharedContext$1
 773:             5            120  io.vertx.ext.web.impl.RouteImpl
 774:             3            120  java.io.BufferedInputStream (java.base@15.0.1)
 775:             3            120  java.io.BufferedWriter (java.base@15.0.1)
 776:             5            120  java.net.NetworkInterface$1 (java.base@15.0.1)
 777:             5            120  java.util.Collections$SingletonList (java.base@15.0.1)
 778:             3            120  java.util.Collections$SingletonMap (java.base@15.0.1)
 779:             3            120  java.util.Formatter$FormatSpecifier (java.base@15.0.1)
 780:             3            120  java.util.Properties$LineReader (java.base@15.0.1)
 781:             5            120  java.util.concurrent.atomic.AtomicIntegerFieldUpdater$AtomicIntegerFieldUpdaterImpl$1 (java.base@15.0.1)
 782:             5            120  java.util.concurrent.atomic.AtomicReferenceFieldUpdater$AtomicReferenceFieldUpdaterImpl$1 (java.base@15.0.1)
 783:             5            120  java.util.regex.Pattern$$Lambda$57/0x0000000800b67650 (java.base@15.0.1)
 784:             5            120  java.util.stream.ReferencePipeline$2$1 (java.base@15.0.1)
 785:             5            120  java.util.stream.ReferencePipeline$3$1 (java.base@15.0.1)
 786:             5            120  java.util.stream.StreamOpFlag$Type (java.base@15.0.1)
 787:             5            120  jdk.internal.math.FloatingDecimal$PreparedASCIIToBinaryBuffer (java.base@15.0.1)
 788:             5            120  jdk.net.ExtendedSocketOptions$ExtSocketOption (jdk.net@15.0.1)
 789:             5            120  org.wildfly.common.format.NumericFlag
 790:             5            120  sun.util.resources.LocaleData$1 (java.base@15.0.1)
 791:             4            112  [Lio.vertx.core.http.HttpVersion;
 792:             4            112  [Lorg.eclipse.microprofile.config.spi.ConfigSource;
 793:             7            112  com.sun.proxy.$Proxy8
 794:             7            112  io.quarkus.resteasy.common.runtime.QuarkusInjectorFactory$UnwrappingPropertyInjector
 795:             2            112  java.lang.invoke.BoundMethodHandle$Species_LLLLLLL (java.base@15.0.1)
 796:             2            112  java.nio.DirectIntBufferRU (java.base@15.0.1)
 797:             1            112  java.util.GregorianCalendar (java.base@15.0.1)
 798:             1            112  jdk.internal.loader.ClassLoaders$AppClassLoader (java.base@15.0.1)
 799:             2            104  [Lio.netty.util.concurrent.EventExecutor;
 800:             1            104  io.netty.channel.socket.nio.NioServerSocketChannel
 801:             1            104  io.quarkus.vertx.http.runtime.HttpConfiguration
 802:             1            104  io.vertx.core.VertxOptions
 803:             1            104  jdk.internal.loader.ClassLoaders$BootClassLoader (java.base@15.0.1)
 804:             1            104  jdk.internal.loader.ClassLoaders$PlatformClassLoader (java.base@15.0.1)
 805:             1            104  sun.security.jca.ProviderList$1 (java.base@15.0.1)
 806:             1            104  sun.security.provider.Sun (java.base@15.0.1)
 807:             4             96  [Lio.netty.handler.codec.http.websocketx.extensions.WebSocketServerExtensionHandshaker;
 808:             3             96  [Lio.netty.util.ResourceLeakDetector$Level;
 809:             4             96  [Ljava.net.InetSocketAddress; (java.base@15.0.1)
 810:             2             96  [Ljava.util.concurrent.TimeUnit; (java.base@15.0.1)
 811:             5             96  [Lorg.jboss.resteasy.spi.metadata.ResourceMethod;
 812:             1             96  [Lsun.util.locale.BaseLocale; (java.base@15.0.1)
 813:             1             96  [[J (java.base@15.0.1)
 814:             4             96  io.netty.bootstrap.ServerBootstrap$ServerBootstrapAcceptor$2
 815:             4             96  io.netty.channel.AbstractChannel$AbstractUnsafe$8
 816:             4             96  io.netty.handler.codec.http.HttpObjectDecoder$HeaderParser
 817:             4             96  io.netty.handler.codec.http.websocketx.extensions.WebSocketServerExtensionHandler
 818:             4             96  io.netty.handler.codec.http.websocketx.extensions.compression.DeflateFrameServerExtensionHandshaker
 819:             4             96  io.netty.util.ResourceLeakDetector$Level
 820:             4             96  io.netty.util.internal.AppendableCharSequence
 821:             6             96  io.quarkus.arc.impl.EventImpl$Notifier$$Lambda$67/0x0000000800bea528
 822:             4             96  io.quarkus.resteasy.common.runtime.QuarkusConstructorInjector
 823:             4             96  io.quarkus.resteasy.runtime.standalone.LazyHostSupplier
 824:             4             96  io.quarkus.resteasy.runtime.standalone.QuarkusResteasySecurityContext
 825:             4             96  io.quarkus.resteasy.runtime.standalone.VertxBlockingOutput
 826:             4             96  io.quarkus.resteasy.runtime.standalone.VertxBlockingOutput$1
 827:             4             96  io.quarkus.resteasy.runtime.standalone.VertxBlockingOutput$2
 828:             4             96  io.quarkus.resteasy.runtime.standalone.VertxOutputStream$$Lambda$189/0x0000000800d2e4a0
 829:             4             96  io.quarkus.resteasy.runtime.standalone.VertxRequestHandler$1
 830:             4             96  io.quarkus.runtime.logging.CleanupFilterConfig
 831:             4             96  io.quarkus.runtime.logging.LogCleanupFilterElement
 832:             4             96  io.quarkus.vertx.http.runtime.CurrentVertxRequest
 833:             4             96  io.quarkus.vertx.http.runtime.ResumingRequestWrapper
 834:             4             96  io.quarkus.vertx.http.runtime.VertxInputStream$VertxBlockingInput$1
 835:             4             96  io.quarkus.vertx.http.runtime.VertxInputStream$VertxBlockingInput$2
 836:             4             96  io.smallrye.config.Converters$CollectionConverter
 837:             4             96  io.vertx.core.http.impl.HttpHandlers$$Lambda$177/0x0000000800d125a0
 838:             4             96  io.vertx.core.http.impl.HttpServerChannelInitializer$$Lambda$174/0x0000000800d0c0a0
 839:             4             96  io.vertx.core.http.impl.WebSocketRequestHandler
 840:             4             96  io.vertx.core.http.impl.headers.VertxHttpHeaders$1
 841:             6             96  io.vertx.core.json.JsonObject
 842:             4             96  io.vertx.core.net.impl.ConnectionBase$$Lambda$193/0x0000000800d393f8
 843:             3             96  java.io.FileOutputStream (java.base@15.0.1)
 844:             4             96  java.lang.Class$1 (java.base@15.0.1)
 845:             4             96  java.lang.Class$3 (java.base@15.0.1)
 846:             4             96  java.lang.PublicMethods (java.base@15.0.1)
 847:             3             96  java.lang.Runtime$Version (java.base@15.0.1)
 848:             4             96  java.lang.StringCoding$Result (java.base@15.0.1)
 849:             4             96  java.lang.module.ModuleDescriptor$Opens (java.base@15.0.1)
 850:             6             96  java.lang.reflect.AccessibleObject$$Lambda$79/0x0000000800b72320 (java.base@15.0.1)
 851:             4             96  java.lang.reflect.Proxy$ProxyBuilder (java.base@15.0.1)
 852:             4             96  java.lang.reflect.Proxy$ProxyBuilder$1 (java.base@15.0.1)
 853:             4             96  java.net.InterfaceAddress (java.base@15.0.1)
 854:             2             96  java.net.NetworkInterface (java.base@15.0.1)
 855:             3             96  java.util.ArrayDeque$DeqIterator (java.base@15.0.1)
 856:             4             96  java.util.Collections$SynchronizedSet (java.base@15.0.1)
 857:             4             96  java.util.Date (java.base@15.0.1)
 858:             3             96  java.util.Formatter (java.base@15.0.1)
 859:             6             96  java.util.TreeMap$KeySet (java.base@15.0.1)
 860:             6             96  java.util.TreeSet (java.base@15.0.1)
 861:             3             96  java.util.UUID (java.base@15.0.1)
 862:             2             96  java.util.regex.Pattern$GroupCurly (java.base@15.0.1)
 863:             4             96  java.util.regex.Pattern$Qtype (java.base@15.0.1)
 864:             4             96  java.util.stream.Collectors$$Lambda$96/0x0000000800b81588 (java.base@15.0.1)
 865:             4             96  java.util.stream.StreamShape (java.base@15.0.1)
 866:             1             96  jdk.internal.jimage.ImageReader$SharedImageReader (java.base@15.0.1)
 867:             6             96  jdk.internal.loader.ClassLoaderValue (java.base@15.0.1)
 868:             4             96  jdk.internal.logger.BootstrapLogger$LoggingBackend (java.base@15.0.1)
 869:             4             96  jdk.internal.reflect.ByteVectorImpl (java.base@15.0.1)
 870:             4             96  org.jboss.resteasy.core.ConstructorInjectorImpl
 871:             4             96  org.jboss.resteasy.core.ServerResponseWriter$2
 872:             4             96  org.jboss.resteasy.core.SynchronousDispatcher$$Lambda$182/0x0000000800d25d40
 873:             4             96  org.jboss.resteasy.core.SynchronousDispatcher$$Lambda$186/0x0000000800d2ae30
 874:             4             96  org.jboss.resteasy.core.SynchronousDispatcher$1
 875:             4             96  org.jboss.resteasy.core.interception.jaxrs.ServerWriterInterceptorContext$$Lambda$190/0x0000000800d2e6e8
 876:             4             96  org.jboss.resteasy.specimpl.PathSegmentImpl$SegmentParse
 877:             4             96  org.jboss.resteasy.specimpl.ResteasyUriInfo$ProcessPathResult
 878:             4             96  org.jboss.resteasy.specimpl.UnmodifiableMultivaluedMap
 879:             4             96  org.jboss.resteasy.spi.interception.JaxrsInterceptorRegistry$Match
 880:             4             96  org.jboss.resteasy.util.CommitHeaderAsyncOutputStream
 881:             4             96  org.jboss.threads.EnhancedQueueExecutor$Task
 882:             4             96  sun.reflect.annotation.AnnotationType$1 (java.base@15.0.1)
 883:             1             96  sun.util.calendar.Gregorian$Date (java.base@15.0.1)
 884:             4             88  [Ljava.util.Map$Entry; (java.base@15.0.1)
 885:             4             88  [Ljavax.ws.rs.core.MediaType;
 886:             1             88  io.quarkus.vertx.core.runtime.config.EventBusConfiguration
 887:             1             88  java.util.jar.JarVerifier (java.base@15.0.1)
 888:             1             88  org.jboss.resteasy.core.ResourceMethodInvoker
 889:             1             88  sun.nio.ch.ServerSocketChannelImpl (java.base@15.0.1)
 890:             1             80  [Lio.vertx.core.Verticle;
 891:             2             80  [Ljava.util.Formatter$Flags; (java.base@15.0.1)
 892:             1             80  [Ljava.util.concurrent.ForkJoinPool$WorkQueue; (java.base@15.0.1)
 893:             2             80  [Ljava.util.stream.StreamOpFlag$Type; (java.base@15.0.1)
 894:             5             80  [Lorg.jboss.resteasy.spi.ValueInjector;
 895:             5             80  [Lorg.jboss.resteasy.spi.metadata.FieldParameter;
 896:             5             80  [Lorg.jboss.resteasy.spi.metadata.ResourceLocator;
 897:             5             80  [Lorg.jboss.resteasy.spi.metadata.SetterParameter;
 898:             2             80  [Lorg.wildfly.common.format.NumericFlag;
