No dump file specified
 num     #instances         #bytes  class name (module)
 570:             2             96  [Ljava.lang.System$Logger$Level; (java.base@15.0.1)
 571:             2             96  [Ljava.time.DayOfWeek; (java.base@15.0.1)
 572:             1             96  [Lsun.util.locale.BaseLocale; (java.base@15.0.1)
 573:             1             96  [[J (java.base@15.0.1)
 574:             1             96  ch.qos.logback.classic.LoggerContext
 575:             3             96  ch.qos.logback.core.joran.action.AppenderRefAction
 576:             4             96  ch.qos.logback.core.pattern.parser.Token
 577:             4             96  ch.qos.logback.core.subst.Token
 578:             3             96  com.sun.org.apache.xerces.internal.utils.XMLSecurityManager$NameMap (java.xml@15.0.1)
 579:             3             96  io.micronaut.context.AbstractBeanResolutionContext$DefaultPath
 580:             4             96  io.micronaut.http.server.netty.binders.PublisherBodyBinder
 581:             4             96  io.micronaut.websocket.WebSocketVersion
 582:             3             96  io.netty.channel.AdaptiveRecvByteBufAllocator
 583:             2             96  io.netty.channel.DefaultChannelPipeline
 584:             4             96  io.netty.channel.VoidChannelPromise
 585:             4             96  io.netty.handler.codec.HeadersUtils$1
 586:             1             96  io.netty.handler.codec.http.HttpServerCodec$HttpServerRequestDecoder
 587:             4             96  io.netty.util.Recycler$2
 588:             4             96  io.netty.util.ResourceLeakDetector$Level
 589:             6             96  io.netty.util.internal.TypeParameterMatcher$ReflectiveMatcher
 590:             3             96  java.lang.Runtime$Version (java.base@15.0.1)
 591:             2             96  java.lang.StackTraceElement (java.base@15.0.1)
 592:             4             96  java.lang.module.ModuleDescriptor$Opens (java.base@15.0.1)
 593:             4             96  java.math.MathContext (java.base@15.0.1)
 594:             4             96  java.time.format.DateTimeFormatterBuilder$OffsetIdPrinterParser (java.base@15.0.1)
 595:             4             96  java.time.format.DateTimeFormatterBuilder$SettingsParser (java.base@15.0.1)
 596:             4             96  java.util.Collections$UnmodifiableCollection$1 (java.base@15.0.1)
 597:             3             96  java.util.concurrent.ConcurrentHashMap$ForwardingNode (java.base@15.0.1)
 598:             2             96  java.util.concurrent.LinkedBlockingQueue (java.base@15.0.1)
 599:             4             96  java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject (java.base@15.0.1)
 600:             4             96  java.util.regex.Pattern$CharPredicate$$Lambda$120/0x0000000800b844d8 (java.base@15.0.1)
 601:             3             96  java.util.regex.Pattern$Curly (java.base@15.0.1)
 602:             2             96  java.util.regex.Pattern$GroupCurly (java.base@15.0.1)
 603:             4             96  java.util.regex.Pattern$Qtype (java.base@15.0.1)
 604:             4             96  java.util.stream.StreamShape (java.base@15.0.1)
 605:             1             96  jdk.internal.jimage.ImageReader$SharedImageReader (java.base@15.0.1)
 606:             6             96  jdk.internal.loader.ClassLoaderValue (java.base@15.0.1)
 607:             4             96  jdk.internal.logger.BootstrapLogger$LoggingBackend (java.base@15.0.1)
 608:             4             96  jdk.internal.reflect.ByteVectorImpl (java.base@15.0.1)
 609:             4             96  org.yaml.snakeyaml.nodes.NodeId
 610:             3             96  sun.net.spi.DefaultProxySelector$NonProxyInfo (java.base@15.0.1)
 611:             2             96  sun.nio.ch.SelectionKeyImpl (java.base@15.0.1)
 612:             2             96  sun.nio.cs.StreamEncoder (java.base@15.0.1)
 613:             3             96  sun.reflect.annotation.AnnotationParser$$Lambda$179/0x0000000800d8ae88 (java.base@15.0.1)
 614:             6             96  sun.reflect.generics.tree.TypeVariableSignature (java.base@15.0.1)
 615:             4             96  sun.security.util.LazyCodeSourcePermissionCollection (java.base@15.0.1)
 616:             1             88  io.netty.buffer.PooledUnsafeDirectByteBuf
 617:             1             88  sun.nio.ch.ServerSocketChannelImpl (java.base@15.0.1)
 618:             2             80  [F (java.base@15.0.1)
 619:             1             80  [Lio.netty.handler.codec.CodecOutputList;
 620:             2             80  [Ljava.time.format.SignStyle; (java.base@15.0.1)
 621:             1             80  [Ljava.util.concurrent.ForkJoinPool$WorkQueue; (java.base@15.0.1)
 622:             3             80  [Ljava.util.stream.Collector$Characteristics; (java.base@15.0.1)
 623:             2             80  [Ljava.util.stream.StreamOpFlag$Type; (java.base@15.0.1)
 624:             5             80  com.sun.proxy.$Proxy4
 625:             2             80  io.micronaut.context.EnvironmentAwareArgument
 626:             2             80  io.micronaut.http.uri.UriMatchTemplate
 627:             5             80  io.micronaut.inject.qualifiers.TypeArgumentQualifier
 628:             1             80  io.micronaut.runtime.Micronaut
 629:             2             80  io.netty.buffer.PoolThreadCache$MemoryRegionCache$Entry
 630:             2             80  io.netty.channel.AbstractChannel$CloseFuture
 631:             2             80  io.netty.channel.DefaultChannelPromise
 632:             2             80  io.netty.handler.codec.DefaultHeaders
 633:             2             80  io.netty.handler.codec.http.DefaultFullHttpResponse
 634:             5             80  io.netty.handler.codec.http.DefaultHttpHeaders
 635:             2             80  io.netty.handler.codec.http.HttpVersion
 636:             2             80  io.netty.util.Signal
 637:             2             80  java.io.BufferedWriter (java.base@15.0.1)
 638:             2             80  java.io.PrintStream (java.base@15.0.1)
 639:             2             80  java.lang.ModuleLayer (java.base@15.0.1)
 640:             2             80  java.lang.VirtualMachineError (java.base@15.0.1)
 641:             2             80  java.lang.module.Configuration (java.base@15.0.1)
 642:             2             80  java.net.InetAddress$CachedAddresses (java.base@15.0.1)
 643:             5             80  java.net.URLPermission$Authority (java.base@15.0.1)
 644:             2             80  java.time.zone.ZoneRules (java.base@15.0.1)
 645:             5             80  java.util.LinkedHashMap$LinkedEntrySet (java.base@15.0.1)
 646:             2             80  java.util.Locale$Category (java.base@15.0.1)
 647:             1             80  java.util.zip.ZipFile$Source (java.base@15.0.1)
 648:             1             80  sun.util.cldr.CLDRLocaleProviderAdapter (java.base@15.0.1)
 649:             3             72  [Lio.micronaut.core.annotation.AnnotationMetadata;
 650:             1             72  ch.qos.logback.classic.spi.LoggingEvent
 651:             3             72  ch.qos.logback.core.joran.action.NOPAction
 652:             3             72  ch.qos.logback.core.joran.action.PropertyAction
 653:             3             72  ch.qos.logback.core.spi.FilterReply
 654:             3             72  ch.qos.logback.core.subst.Tokenizer$TokenizerState
 655:             3             72  io.micronaut.context.env.PropertySourcePropertyResolver$PropertyCatalog
 656:             3             72  io.micronaut.core.io.scan.DefaultClassPathResourceLoader
 657:             3             72  io.micronaut.http.HttpVersion
 658:             1             72  io.micronaut.http.server.netty.RoutingInBoundHandler
 659:             1             72  io.micronaut.http.server.netty.SmartHttpContentCompressor
 660:             3             72  io.micronaut.reactive.rxjava2.RxInstrumentedFlowable
 661:             1             72  io.micronaut.reactive.rxjava2.RxJava2Instrumentation
 662:             3             72  io.micronaut.scheduling.executor.ThreadSelection
 663:             1             72  io.micronaut.web.router.DefaultUriRouteMatch$1
 664:             1             72  io.netty.buffer.PoolChunk
 665:             3             72  io.netty.handler.codec.http.HttpContentEncoder$State
 666:             3             72  java.lang.PublicMethods (java.base@15.0.1)
 667:             3             72  java.lang.WeakPairMap (java.base@15.0.1)
 668:             3             72  java.lang.annotation.RetentionPolicy (java.base@15.0.1)
 669:             3             72  java.lang.reflect.Proxy$ProxyBuilder (java.base@15.0.1)
 670:             3             72  java.lang.reflect.Proxy$ProxyBuilder$1 (java.base@15.0.1)
 671:             3             72  java.net.InetSocketAddress$InetSocketAddressHolder (java.base@15.0.1)
 672:             3             72  java.net.Proxy$Type (java.base@15.0.1)
 673:             3             72  java.nio.file.AccessMode (java.base@15.0.1)
 674:             3             72  java.security.BasicPermissionCollection (java.base@15.0.1)
 675:             3             72  java.time.format.ResolverStyle (java.base@15.0.1)
 676:             3             72  java.util.Date (java.base@15.0.1)
 677:             3             72  java.util.concurrent.ConcurrentSkipListMap$Node (java.base@15.0.1)
 678:             1             72  java.util.regex.Matcher (java.base@15.0.1)
 679:             3             72  java.util.regex.Pattern$Prolog (java.base@15.0.1)
 680:             3             72  java.util.stream.Collector$Characteristics (java.base@15.0.1)
 681:             3             72  java.util.stream.MatchOps$MatchKind (java.base@15.0.1)
 682:             3             72  jdk.internal.misc.Signal (java.base@15.0.1)
 683:             3             72  jdk.internal.module.IllegalAccessLogger$Mode (java.base@15.0.1)
 684:             3             72  org.yaml.snakeyaml.DumperOptions$FlowStyle
 685:             3             72  org.yaml.snakeyaml.DumperOptions$LineBreak
 686:             3             72  org.yaml.snakeyaml.introspector.BeanAccess
 687:             3             72  sun.net.www.protocol.http.HttpURLConnection$TunnelState (java.base@15.0.1)
 688:             1             72  sun.net.www.protocol.jar.URLJarFile (java.base@15.0.1)
 689:             3             72  sun.nio.fs.UnixUserPrincipals$User (java.base@15.0.1)
 690:             3             72  sun.reflect.annotation.AnnotationType$1 (java.base@15.0.1)
 691:             3             72  sun.reflect.generics.reflectiveObjects.WildcardTypeImpl (java.base@15.0.1)
 692:             3             72  sun.reflect.generics.tree.Wildcard (java.base@15.0.1)
 693:             3             64  [Lio.micronaut.http.MediaType;
 694:             2             64  [Lio.micronaut.websocket.WebSocketVersion;
 695:             2             64  [Lio.netty.handler.codec.http.HttpContentEncoder$State;
 696:             2             64  [Lio.netty.util.ResourceLeakDetector$Level;
 697:             4             64  [Ljava.lang.annotation.Annotation; (java.base@15.0.1)
 698:             2             64  [Ljava.lang.annotation.RetentionPolicy; (java.base@15.0.1)
 699:             1             64  [Ljava.lang.invoke.MethodHandleImpl$Intrinsic; (java.base@15.0.1)
 700:             2             64  [Ljava.nio.charset.CoderResult; (java.base@15.0.1)
 701:             2             64  [Lorg.yaml.snakeyaml.nodes.NodeId;
 702:             1             64  ch.qos.logback.classic.PatternLayout
 703:             2             64  ch.qos.logback.classic.joran.action.LevelAction
 704:             1             64  ch.qos.logback.core.ConsoleAppender
 705:             2             64  ch.qos.logback.core.joran.event.BodyEvent
 706:             2             64  ch.qos.logback.core.joran.spi.ConsoleTarget
 707:             2             64  ch.qos.logback.core.joran.util.beans.BeanDescription
 708:             2             64  ch.qos.logback.core.util.COWArrayList
 709:             2             64  ch.qos.logback.core.util.CachingDateFormatter
 710:             1             64  com.example.$HelloControllerDefinition
 711:             2             64  com.sun.org.apache.xerces.internal.utils.XMLSecurityPropertyManager$Property (java.xml@15.0.1)
 712:             4             64  com.sun.proxy.$Proxy17
 713:             1             64  io.micronaut.buffer.netty.$NettyByteBufferFactoryDefinition
 714:             2             64  io.micronaut.context.DefaultBeanContext$4
 715:             1             64  io.micronaut.http.bind.$DefaultRequestBinderRegistryDefinition
 716:             4             64  io.micronaut.http.client.ServiceHttpClientCondition
 717:             1             64  io.micronaut.http.client.loadbalance.$LoadBalancerConvertersDefinition
 718:             1             64  io.micronaut.http.converters.$HttpConverterRegistrarDefinition
 719:             1             64  io.micronaut.http.netty.channel.$DefaultEventLoopGroupFactoryDefinition
 720:             1             64  io.micronaut.http.netty.channel.$DefaultEventLoopGroupRegistry$DefaultEventLoopGroup1Definition
 721:             1             64  io.micronaut.http.netty.channel.$DefaultEventLoopGroupRegistryDefinition
 722:             1             64  io.micronaut.http.netty.channel.$NettyThreadFactory$NettyThreadFactory0Definition
 723:             1             64  io.micronaut.http.netty.channel.$NettyThreadFactoryDefinition
 724:             1             64  io.micronaut.http.netty.channel.$NioEventLoopGroupFactoryDefinition
 725:             4             64  io.micronaut.http.netty.channel.EpollAvailabilityCondition
 726:             4             64  io.micronaut.http.netty.channel.KQueueAvailabilityCondition
 727:             1             64  io.micronaut.http.resource.$ResourceLoaderFactory$FileSystemResourceLoader1Definition
 728:             1             64  io.micronaut.http.resource.$ResourceLoaderFactory$GetClassPathResourceLoader0Definition
 729:             1             64  io.micronaut.http.resource.$ResourceLoaderFactory$ResourceResolver2Definition
 730:             1             64  io.micronaut.http.resource.$ResourceLoaderFactoryDefinition
 731:             1             64  io.micronaut.http.server.$HttpServerConfiguration$HttpLocaleResolutionConfigurationPropertiesDefinition
 732:             1             64  io.micronaut.http.server.binding.$LocaleArgumentBinderDefinition
 733:             1             64  io.micronaut.http.server.codec.$TextStreamCodecDefinition
 734:             1             64  io.micronaut.http.server.context.$ServerRequestContextFilterDefinition
 735:             1             64  io.micronaut.http.server.netty.$DefaultHttpCompressionStrategyDefinition
 736:             1             64  io.micronaut.http.server.netty.$NettyEmbeddedServerInstanceDefinition
 737:             1             64  io.micronaut.http.server.netty.$NettyHttpServerDefinition
 738:             1             64  io.micronaut.http.server.netty.$NettyRequestArgumentSatisfierDefinition
 739:             1             64  io.micronaut.http.server.netty.RoutingInBoundHandler$3
 740:             1             64  io.micronaut.http.server.netty.binders.$NettyBinderRegistrarDefinition
 741:             1             64  io.micronaut.http.server.netty.converters.$NettyConvertersDefinition
 742:             1             64  io.micronaut.http.server.netty.types.$DefaultCustomizableResponseTypeHandlerRegistryDefinition
 743:             1             64  io.micronaut.http.server.netty.types.files.$FileTypeHandlerConfigurationDefinition
 744:             1             64  io.micronaut.http.server.netty.types.files.$FileTypeHandlerDefinition
 745:             1             64  io.micronaut.http.server.util.locale.$RequestLocaleResolverDefinition
 746:             1             64  io.micronaut.http.server.websocket.$ServerWebSocketProcessorDefinition
 747:             1             64  io.micronaut.jackson.$ObjectMapperFactory$ObjectMapper0Definition
 748:             1             64  io.micronaut.jackson.bind.$JacksonBeanPropertyBinderDefinition
 749:             1             64  io.micronaut.jackson.codec.$JsonMediaTypeCodecDefinition
 750:             1             64  io.micronaut.jackson.codec.$JsonStreamMediaTypeCodecDefinition
 751:             1             64  io.micronaut.jackson.convert.$JacksonConverterRegistrarDefinition
 752:             1             64  io.micronaut.reactive.rxjava2.$RxInstrumenterFactoryDefinition
 753:             1             64  io.micronaut.reactive.rxjava2.$RxJava2InstrumentationDefinition
 754:             1             64  io.micronaut.reactive.rxjava2.converters.$RxJavaConverterRegistrarDefinition
 755:             1             64  io.micronaut.runtime.$ApplicationConfigurationDefinition
 756:             1             64  io.micronaut.runtime.context.scope.refresh.$RefreshScopeDefinition
 757:             1             64  io.micronaut.runtime.converters.time.$TimeConverterRegistrarDefinition
 758:             1             64  io.micronaut.runtime.http.codec.$MediaTypeCodecRegistryFactory$MediaTypeCodecRegistry0Definition
 759:             1             64  io.micronaut.runtime.http.codec.$MediaTypeCodecRegistryFactoryDefinition
 760:             1             64  io.micronaut.runtime.http.codec.$TextPlainCodecDefinition
 761:             1             64  io.micronaut.runtime.http.scope.$RequestCustomScopeDefinition
 762:             1             64  io.micronaut.scheduling.executor.$DefaultExecutorSelectorDefinition
 763:             1             64  io.micronaut.scheduling.executor.$ExecutorFactory$ExecutorService1Definition
 764:             1             64  io.micronaut.scheduling.instrument.$ExecutorServiceInstrumenterDefinition
 765:             1             64  io.micronaut.web.router.$AnnotatedFilterRouteBuilderDefinition
 766:             1             64  io.micronaut.web.router.$AnnotatedMethodRouteBuilderDefinition
 767:             1             64  io.micronaut.web.router.$DefaultRouterDefinition
 768:             1             64  io.micronaut.web.router.naming.$HyphenatedUriNamingStrategyDefinition
 769:             1             64  io.micronaut.web.router.resource.$StaticResourceResolverDefinition
 770:             2             64  io.netty.buffer.EmptyByteBuf
 771:             2             64  io.netty.buffer.PoolThreadCache$NormalMemoryRegionCache
 772:             1             64  io.netty.buffer.PooledByteBufAllocator
 773:             1             64  io.netty.channel.ChannelOutboundBuffer$Entry
 774:             2             64  io.netty.channel.DefaultChannelId
 775:             2             64  io.netty.channel.nio.NioEventLoopGroup
 776:             1             64  io.netty.channel.socket.nio.NioServerSocketChannel$NioServerSocketChannelConfig
 777:             1             64  io.netty.channel.socket.nio.NioSocketChannel$NioSocketChannelConfig
 778:             2             64  io.netty.util.AttributeKey
 779:             2             64  io.netty.util.Signal$SignalConstant
 780:             2             64  io.netty.util.concurrent.DefaultThreadFactory
 781:             1             64  io.netty.util.concurrent.GlobalEventExecutor
 782:             4             64  io.netty.util.internal.ObjectPool$RecyclerObjectPool
 783:             2             64  java.io.BufferedOutputStream (java.base@15.0.1)
 784:             2             64  java.io.File (java.base@15.0.1)
 785:             2             64  java.io.FileOutputStream (java.base@15.0.1)
 786:             2             64  java.lang.ClassValue$Entry (java.base@15.0.1)
 787:             2             64  java.lang.invoke.VarHandleBooleans$FieldInstanceReadWrite (java.base@15.0.1)
 788:             2             64  java.lang.invoke.VarHandleLongs$FieldInstanceReadWrite (java.base@15.0.1)
 789:             2             64  java.lang.ref.ReferenceQueue$Null (java.base@15.0.1)
 790:             2             64  java.time.format.DateTimeFormatterBuilder$TextPrinterParser (java.base@15.0.1)
 791:             2             64  java.time.temporal.IsoFields$Unit (java.base@15.0.1)
 792:             4             64  java.util.IdentityHashMap$KeySet (java.base@15.0.1)
 793:             1             64  java.util.logging.LogManager$RootLogger (java.logging@15.0.1)
 794:             2             64  java.util.regex.Pattern$BnM (java.base@15.0.1)
 795:             2             64  java.util.stream.SortedOps$SizedRefSortingSink (java.base@15.0.1)
 796:             2             64  java.util.zip.ZipFile$CleanableResource (java.base@15.0.1)
 797:             4             64  jdk.internal.reflect.BootstrapConstructorAccessorImpl (java.base@15.0.1)
 798:             2             64  sun.nio.ch.DummySocketImpl (java.base@15.0.1)
 799:             2             64  sun.util.locale.provider.LocaleResources (java.base@15.0.1)
 800:             1             56  [Lcom.sun.org.apache.xerces.internal.impl.XMLScanner$NameType; (java.xml@15.0.1)
 801:             1             56  [Lcom.sun.org.apache.xerces.internal.utils.XMLSecurityManager$Limit; (java.xml@15.0.1)
 802:             2             56  [Lio.micronaut.context.env.PropertySourcePropertyResolver$PropertyCatalog;
 803:             1             56  [Lio.micronaut.http.HttpAttributes;
 804:             1             56  [Ljava.lang.Runnable; (java.base@15.0.1)
 805:             1             56  [Ljava.nio.file.StandardOpenOption; (java.base@15.0.1)
 806:             1             56  [Lorg.yaml.snakeyaml.events.Event$ID;
 807:             1             56  com.example.$HelloControllerDefinition$$exec1
 808:             1             56  io.micronaut.core.reflect.ReflectionUtils$1
 809:             1             56  io.micronaut.core.reflect.ReflectionUtils$2
 810:             1             56  io.micronaut.http.netty.stream.HttpStreamsServerHandler
 811:             1             56  io.micronaut.http.server.websocket.ServerWebSocketProcessor
 812:             1             56  io.micronaut.web.router.AnnotatedFilterRouteBuilder
 813:             1             56  io.micronaut.web.router.AnnotatedMethodRouteBuilder
 814:             1             56  io.micronaut.web.router.DefaultUriRouteMatch
 815:             1             56  java.io.FileCleanable (java.base@15.0.1)
 816:             1             56  java.lang.invoke.BoundMethodHandle$Specializer (java.base@15.0.1)
 817:             1             56  java.lang.invoke.BoundMethodHandle$Species_LLLLLLL (java.base@15.0.1)
 818:             1             56  java.util.concurrent.ConcurrentHashMap$KeyIterator (java.base@15.0.1)
 819:             1             56  java.util.jar.JarFile (java.base@15.0.1)
 820:             1             56  java.util.logging.LogManager (java.logging@15.0.1)
 821:             1             56  java.util.stream.ReduceOps$ReduceTask (java.base@15.0.1)
 822:             1             56  jdk.internal.ref.CleanerImpl$SoftCleanableRef (java.base@15.0.1)
 823:             1             48  [Lio.micronaut.context.env.ComputePlatform;
 824:             2             48  [Lio.netty.buffer.PoolArena$SizeClass;
 825:             1             48  [Ljava.math.RoundingMode; (java.base@15.0.1)
 826:             2             48  [Ljava.net.InetAddress; (java.base@15.0.1)
 827:             1             48  [Ljava.util.concurrent.TimeUnit; (java.base@15.0.1)
 828:             1             48  ch.qos.logback.classic.encoder.PatternLayoutEncoder
 829:             1             48  ch.qos.logback.classic.pattern.DateConverter
 830:             1             48  ch.qos.logback.classic.pattern.ThrowableProxyConverter
 831:             1             48  ch.qos.logback.core.joran.action.DefinePropertyAction
 832:             1             48  ch.qos.logback.core.joran.spi.InterpretationContext
 833:             1             48  ch.qos.logback.core.joran.spi.Interpreter
 834:             3             48  ch.qos.logback.core.spi.LogbackLock
 835:             2             48  ch.qos.logback.core.subst.Node$Type
 836:             3             48  com.sun.org.apache.xerces.internal.impl.dv.dtd.ListDatatypeValidator (java.xml@15.0.1)
 837:             3             48  com.sun.proxy.$Proxy13
 838:             3             48  com.sun.proxy.$Proxy6
 839:             2             48  io.micronaut.context.AbstractBeanResolutionContext$ConstructorSegment
 840:             2             48  io.micronaut.context.env.PropertySource$PropertyConvention
 841:             2             48  io.micronaut.core.async.SupplierUtil$1
 842:             2             48  io.micronaut.core.convert.value.MutableConvertibleValuesMap
 843:             2             48  io.micronaut.http.netty.NettyHttpHeaders
 844:             1             48  io.micronaut.http.server.netty.websocket.NettyServerWebSocketUpgradeHandler
 845:             2             48  io.micronaut.http.uri.UriTemplate$UriTemplateParser$RawPathSegment
 846:             2             48  io.micronaut.inject.qualifiers.TypeArgumentQualifier$$Lambda$324/0x0000000800e09d60
 847:             2             48  io.micronaut.runtime.http.scope.RequestCustomScope$$Lambda$447/0x0000000800eec760
 848:             2             48  io.netty.buffer.PoolArena$SizeClass
 849:             1             48  io.netty.buffer.PoolThreadCache
 850:             1             48  io.netty.buffer.UnpooledByteBufAllocator$InstrumentedUnpooledUnsafeHeapByteBuf
 851:             1             48  io.netty.buffer.UnpooledHeapByteBuf
 852:             2             48  io.netty.buffer.UnreleasableByteBuf
 853:             2             48  io.netty.channel.ChannelMetadata
 854:             2             48  io.netty.channel.SucceededChannelFuture
 855:             1             48  io.netty.handler.codec.http2.Http2Settings
 856:             2             48  io.netty.util.concurrent.DefaultEventExecutorChooserFactory$PowerOfTwoEventExecutorChooser
 857:             3             48  io.netty.util.concurrent.PromiseTask$SentinelRunnable
 858:             2             48  io.netty.util.internal.DefaultPriorityQueue
 859:             2             48  io.netty.util.internal.ThreadExecutorMap$2
 860:             2             48  java.io.File$PathStatus (java.base@15.0.1)
 861:             2             48  java.io.FilePermissionCollection (java.base@15.0.1)
 862:             2             48  java.io.OutputStreamWriter (java.base@15.0.1)
 863:             1             48  java.lang.NullPointerException (java.base@15.0.1)
 864:             2             48  java.lang.ThreadLocal$ThreadLocalMap (java.base@15.0.1)
 865:             1             48  java.lang.invoke.BoundMethodHandle$Specializer$Factory (java.base@15.0.1)
 866:             2             48  java.lang.invoke.MethodHandles$Lookup$ClassOption (java.base@15.0.1)
 867:             2             48  java.lang.management.ManagementPermission (java.management@15.0.1)
 868:             3             48  java.lang.reflect.Proxy$$Lambda$176/0x0000000800d89378 (java.base@15.0.1)
 869:             2             48  java.lang.reflect.ReflectPermission (java.base@15.0.1)
 870:             3             48  java.net.InetSocketAddress (java.base@15.0.1)
 871:             2             48  java.net.InterfaceAddress (java.base@15.0.1)
 872:             1             48  java.net.NetworkInterface (java.base@15.0.1)
 873:             2             48  java.net.StandardProtocolFamily (java.base@15.0.1)
 874:             3             48  java.nio.charset.CodingErrorAction (java.base@15.0.1)
 875:             3             48  java.text.AttributedCharacterIterator$Attribute (java.base@15.0.1)
 876:             2             48  java.time.Clock$SystemClock (java.base@15.0.1)
 877:             2             48  java.time.ZoneRegion (java.base@15.0.1)
 878:             2             48  java.time.ZonedDateTime (java.base@15.0.1)
 879:             2             48  java.time.format.DateTimeFormatterBuilder$1 (java.base@15.0.1)
 880:             2             48  java.time.format.DateTimeFormatterBuilder$ZoneIdPrinterParser (java.base@15.0.1)
 881:             2             48  java.time.format.DateTimeTextProvider$LocaleStore (java.base@15.0.1)
 882:             2             48  java.util.Arrays$ArrayItr (java.base@15.0.1)
 883:             3             48  java.util.ResourceBundle$NoFallbackControl (java.base@15.0.1)
 884:             3             48  java.util.WeakHashMap$KeySet (java.base@15.0.1)
 885:             1             48  java.util.concurrent.ConcurrentSkipListMap (java.base@15.0.1)
 886:             2             48  java.util.concurrent.ConcurrentSkipListMap$Index (java.base@15.0.1)
 887:             2             48  java.util.concurrent.LinkedBlockingQueue$Node (java.base@15.0.1)
 888:             2             48  java.util.logging.Logger$LoggerBundle (java.logging@15.0.1)
 889:             2             48  java.util.logging.LoggingPermission (java.logging@15.0.1)
 890:             2             48  java.util.regex.Pattern$TreeInfo (java.base@15.0.1)
 891:             1             48  jdk.internal.jimage.ImageHeader (java.base@15.0.1)
 892:             1             48  jdk.internal.loader.URLClassPath$JarLoader (java.base@15.0.1)
 893:             2             48  jdk.internal.misc.Signal$NativeHandler (java.base@15.0.1)
 894:             3             48  jdk.internal.module.ServicesCatalog (java.base@15.0.1)
 895:             1             48  jdk.internal.ref.CleanerImpl$WeakCleanableRef (java.base@15.0.1)
 896:             2             48  org.slf4j.helpers.FormattingTuple
 897:             2             48  org.yaml.snakeyaml.DumperOptions$NonPrintableStyle
 898:             1             48  sun.net.www.http.KeepAliveCache (java.base@15.0.1)
 899:             1             48  sun.nio.ch.SocketAdaptor (java.base@15.0.1)
 900:             3             48  sun.nio.ch.SocketDispatcher (java.base@15.0.1)
 901:             2             40  [Lch.qos.logback.core.Appender;
 902:             1             40  [Lch.qos.logback.core.pattern.parser.TokenStream$TokenizerState;
 903:             1             40  [Lch.qos.logback.core.subst.Token$Type;
 904:             1             40  [Lch.qos.logback.core.util.AggregationType;
 905:             1             40  [Lcom.sun.org.apache.xerces.internal.util.Status; (java.xml@15.0.1)
 906:             1             40  [Lcom.sun.org.apache.xerces.internal.utils.XMLSecurityManager$State; (java.xml@15.0.1)
 907:             1             40  [Lcom.sun.org.apache.xerces.internal.utils.XMLSecurityPropertyManager$State; (java.xml@15.0.1)
 908:             1             40  [Lio.netty.handler.codec.http.HttpStatusClass;
 909:             1             40  [Lio.netty.handler.codec.http2.HttpConversionUtil$ExtensionHeaderNames;
 910:             2             40  [Lio.netty.util.DefaultAttributeMap$DefaultAttribute;
 911:             1             40  [Ljava.lang.invoke.VarHandle$AccessType; (java.base@15.0.1)
 912:             1             40  [Ljava.nio.charset.Charset; (java.base@15.0.1)
 913:             1             40  [Ljava.time.format.TextStyle; (java.base@15.0.1)
 914:             1             40  [Ljava.util.stream.StreamOpFlag; (java.base@15.0.1)
 915:             1             40  [Lorg.yaml.snakeyaml.DumperOptions$ScalarStyle;
 916:             1             40  [Lsun.util.locale.provider.LocaleProviderAdapter$Type; (java.base@15.0.1)
 917:             1             40  [[Ljava.lang.invoke.LambdaForm$Name; (java.base@15.0.1)
 918:             1             40  ch.qos.logback.classic.pattern.LoggerConverter
 919:             1             40  ch.qos.logback.classic.pattern.color.HighlightingCompositeConverter
 920:             1             40  ch.qos.logback.core.BasicStatusManager
 921:             1             40  ch.qos.logback.core.joran.action.StatusListenerAction
 922:             1             40  ch.qos.logback.core.joran.spi.ConfigurationWatchList
 923:             1             40  ch.qos.logback.core.pattern.color.CyanCompositeConverter
 924:             1             40  ch.qos.logback.core.pattern.color.GrayCompositeConverter
 925:             1             40  ch.qos.logback.core.pattern.color.MagentaCompositeConverter
 926:             1             40  com.sun.management.internal.DiagnosticCommandImpl (jdk.management@15.0.1)
 927:             1             40  com.sun.org.apache.xerces.internal.impl.XMLEntityScanner$1 (java.xml@15.0.1)
 928:             1             40  com.sun.xml.internal.stream.util.BufferAllocator (java.xml@15.0.1)
 929:             1             40  io.micronaut.context.DefaultBeanContext$5
 930:             1             40  io.micronaut.http.netty.NettyMutableHttpResponse
 931:             1             40  io.micronaut.http.netty.channel.DefaultEventLoopGroupConfiguration
 932:             1             40  io.micronaut.http.server.HttpServerConfiguration$MultipartConfiguration
 933:             1             40  io.micronaut.http.server.netty.NettyEmbeddedServerInstance
 934:             1             40  io.micronaut.http.server.netty.NettyHttpServer$Http2OrHttpHandler
 935:             1             40  io.micronaut.jackson.codec.JsonMediaTypeCodec
 936:             1             40  io.micronaut.jackson.codec.JsonStreamMediaTypeCodec
 937:             1             40  io.micronaut.web.router.BeanDefinitionFilterRoute
 938:             1             40  io.netty.bootstrap.AbstractBootstrap$PendingRegistrationPromise
 939:             1             40  io.netty.bootstrap.ServerBootstrap$ServerBootstrapAcceptor
 940:             1             40  io.netty.buffer.LongLongHashMap
 941:             1             40  io.netty.channel.StacklessClosedChannelException
 942:             1             40  io.netty.channel.group.DefaultChannelGroup
 943:             1             40  io.netty.channel.nio.AbstractNioMessageChannel$NioMessageUnsafe
